internal id	Hallmark	Pathway(s)	Source(s)	Genes
1582	Activating Invasion and Metastasis	TGF Beta Receptor	pid	ACVRL1, AKT1, ANAPC1, ANAPC10, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AP2B1, AR, ARRB2, ATF2, ATF3, AXIN1, AXIN2, BCAR1, BRCA1, BTRC, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAV1, CCNB2, CCND1, CCNE1, CD44, CDC16, CDC23, CDC25A, CDC27, CDK1, CDK2, CDK4, CDK6, CDKN1A, CHUK, CITED1, COPS5, CREBBP, CRK, CSNK1G2, CTCF, CTNNA1, CTNNA2, CTNNB1, CUL1, DAB2, DAXX, DCP1A, DDX5, DVL1, DYNC1I1, DYNLRB1, DYNLRB2, E2F4, E2F5, EID2, EIF3I, EIF4EBP1, ENG, EP300, ERBB2IP, ESR1, ETS1, EWSR1, FKBP1A, FNTA, FOS, FOSB, FOXG1, FOXH1, FOXO1, FOXO3, FOXO4, FZR1, GIPC1, GRB2, GSK3B, HDAC1, HGS, HNF4A, HOXA9, HSPA8, IKBKB, ING2, IRF2BP1, ITCH, ITGB1, ITGB3, JUN, JUNB, JUND, KAT2B, KLF10, KPNB1, LEF1, MAP2K1, MAP2K2, MAP2K3, MAP2K6, MAP3K7, MAP4K1, MAPK1, MAPK14, MAPK3, MAPK8, MED15, MEF2A, MEF2C, MTOR, MYC, NCOA1, NEDD4L, NFKB1, NFKBIA, NFYA, NFYB, NFYC, NME1, NUP153, NUP214, OLIG1, PARD3, PARD6A, PDK1, PDPK1, PIAS1, PIAS2, PIK3CA, PIK3R1, PIK3R2, PJA1, PML, PPM1A, PPP1CC, PPP1R15A, PPP2CA, PPP2R1A, PPP2R2A, PRKAR1B, PRKAR2A, PTK2, PXN, RAF1, RB1, RBL1, RBL2, RBX1, RHOA, RNF111, ROCK1, RPS6KA5, RPS6KB1, RUNX1, RUNX2, RUNX3, SAMD3, SDC2, SHC1, SIK1, SKI, SKIL, SKP1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SMURF2, SNIP1, SNW1, SNX1, SNX2, SNX4, SNX6, SOS1, SOX9, SP1, SPARC, SPTBN1, SRC, STAMBPL1, STK11, STK11IP, STRAP, SUMO1, TAB1, TCF4, TFDP1, TFDP2, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TGFBR3, TGIF1, TP53, TP73, TRAF6, TRAP1, TRIM33, UBE2D1, UBE2D2, UBE2D3, UBE2I, UCHL5, VDR, VPS39, WWP1, WWTR1, XPO1, XPO4, YAP1, ZEB1, ZEB2, ZFYVE16, ZFYVE9
1579	Activating Invasion and Metastasis	TGF Beta Receptor Signaling In EMT (epithelial To Mesenchymal Transition)	reactome	ARHGEF18, CGN, F11R, FKBP1A, PARD3, PARD6A, PRKCZ, RHOA, RPS27A, SMURF1, TGFB1, TGFBR1, TGFBR2, UBA52, UBB, UBC
1717	Activating Invasion and Metastasis	Validated Targets Of C MYC Transcriptional Activation	panther	ACTL6A, BAX, BCAT1, BIRC5, BMI1, CAD, CCNB1, CCND2, CDC25A, CDCA7, CDK4, CREBBP, DDX18, DKC1, E2F3, EIF2S1, EIF4A1, EIF4E, EIF4G1, ENO1, EP300, FOSL1, GAPDH, GPAM, HMGA1, HSP90AA1, HSPA4, HSPD1, HUWE1, ID2, IREB2, KAT2A, KAT5, KIR3DL1, LDHA, LIN28B, MAX, MINA, MMP9, MTA1, MTDH, MYC, MYCT1, NBN, NCL, NDUFAF2, NME1, NME2, NPM1, ODC1, PDCD10, PEG10, PFKM, PIM1, PMAIP1, POLR3D, PRDX3, PTMA, RCC1, RPL11, RUVBL1, RUVBL2, SERPINI1, SHMT1, SLC2A1, SMAD3, SMAD4, SNAI1, SUPT3H, SUPT7L, TAF10, TAF12, TAF4B, TAF9, TERT, TFRC, TK1, TP53, TRRAP, UBTF
201	Inducing Angiogenesis	[CGB Protein Results In Increased Activity Of LHCGR Protein] // [N (2 Cyclohexyloxy 4 Nitrophenyl)methanesulfonamide Results In Decreased Activity Of PTGS2 Protein] Inhibits The Reaction [CGB Protein Results In Increased Chemical Synthesis Of Dinoprost] // [N3 Cyclopropyl 7 ((4 (1 Methylethyl)phenyl)methyl) 7H Pyrrolo(3, 2 F)quinazoline 1,3 Diamine Binds To F2R Protein] Promotes The Reaction [CGB Protein Results In Increased Chemical Synthesis Of Progesterone] // Atrazine Inhibits The Reaction [CGB Protein Results In Increased Chemical Synthesis Of Androgens] // Atrazine Inhibits The Reaction [CGB Protein Results In Increased Secretion Of Cyclic AMP] // Colforsin Promotes The Reaction [CGB Protein Results In Increased Abundance Of Cyclic AMP] // Finasteride Promotes The Reaction [[Gonadotropins, Equine Co Treated With CGB Protein] Results In Increased Abundance Of Progesterone] // Flame Retardants Inhibits The Reaction [[CGB Protein Co Treated With Colforsin] Results In Increased Abundance Of Cyclic AMP] // KISS1 Protein Promotes The Reaction [CGB Protein Results In Increased Abundance Of Progesterone] // Lansoprazole Metabolite Inhibits The Reaction [CGB Protein Results In Increased Abundance Of Testosterone] // Manganese Chloride Inhibits The Reaction [CGB Protein Results In Increased Expression Of STAR Protein] // Progesterone Promotes The Reaction [CGB Protein Results In Increased Expression Of VEGFA MRNA] // Testosterone Enanthate Inhibits The Reaction [CGB Protein Results In Increased Abundance Of Androgens]	reactome	CGB3, CGB5, CGB7, CGB8, LHCGR, STAR
77	Inducing Angiogenesis	Activated NOTCH1 Transmits Signal To The Nucleus	reactome	ADAM10, ADAM17, APH1A, APH1B, ARRB1, ARRB2, CNTN1, DLK1, DLL1, DLL4, DNER, DTX1, DTX2, DTX4, ITCH, JAG1, JAG2, MIB1, MIB2, NCSTN, NEURL1, NEURL1B, NOTCH1, NUMB, PSEN2, PSENEN, RPS27A, UBA52, UBB, UBC
37	Inducing Angiogenesis	AKT(PKB) Activation Signaling ( IGF1 Signaling Pathway ) // AKT(PKB) Activation Signaling ( Insulin Receptor Signaling (D. Melanogaster) ) // AKT(PKB) Activation Signaling ( PDGF Signaling Pathway )	inoh	AKT1, AKT2, AKT3, PDPK1, PIK3CA, PIK3CB, PIK3CD
39	Inducing Angiogenesis	AKT(PKB) Bad Signaling ( EPO Signaling Pathway(JAK2 STAT1 STAT3 STAT5) ) // AKT(PKB) Bad Signaling ( IL 7 Signaling(JAK1 JAK3 STAT5) ) // Positive Regulation Of (Transcription Of SOCS By STAT Dimer) In JAK STAT Pathway ( JAK STAT Pathway And Regulation Pathway Diagram ) // VEGF Signaling Pathway ( VEGF Signaling Pathway )	inoh	ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADRBK1, ADRBK2, AKT1, AKT2, AKT3, ALK, AMHR2, ARAF, BAD, BMPR1A, BMPR1B, BMPR2, BRAF, BTK, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CCNH, CDC7, CDK1, CDK2, CDK3, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, CHUK, CSK, CSNK1A1, CSNK1D, CSNK1E, CSNK1G1, CSNK1G2, CSNK1G3, EGFR, FGFR1, FGFR2, FGFR3, FGFR4, FIGF, FLT1, FLT4, FYN, GFRA1, GRK4, GRK5, GRK6, GRK7, GSK3A, GSK3B, IGF1R, IKBKB, IKBKE, IKBKG, INSR, IRAK1, IRAK2, IRAK4, ITK, JAK1, JAK2, JAK3, KDR, KIT, LCK, LTK, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K5, MAP2K6, MAP2K7, MAP3K1, MAP3K10, MAP3K11, MAP3K12, MAP3K13, MAP3K14, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAP3K8, MAP3K9, MAP4K2, MAP4K3, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MAPKAPK5, MET, MKNK1, MNAT1, MOS, MTOR, NGFR, NLK, NTRK1, PAK1, PAK2, PAK4, PAK6, PAK7, PDGFRA, PDGFRB, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PLCG1, PLCG2, PLK1, PLK3, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKACA, PRKACB, PRKACG, PRKAG1, PRKAG2, PRKAG3, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PRKG1, PRKG2, PTK2, PTK2B, RAF1, RIPK1, RIPK2, RIPK3, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6, RPS6KB1, RPS6KB2, RYK, SH2D2A, SRC, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, SYK, TEC, TGFBR1, TGFBR2, TYK2, VEGFA, VEGFB, VEGFC, WEE1, YWHAQ, ZAP70
166	Inducing Angiogenesis	Angiogenesis	panther	AKT1, AKT2, AKT3, ANGPT1, ANGPT2, APC, APC2, ARAF, ARHGAP1, ARHGAP8, AXIN1, BIRC5, BRAF, CASP9, CRK, CRKL, CTNNB1, DLK1, DLL3, DLL4, DOK2, DVL1, DVL2, DVL3, EFNB1, EFNB2, EPHB1, EPHB2, EPHB3, ETS1, F2R, F3, F7, FGF1, FGFR1, FOS, FRS2, FZD1, FZD2, FZD3, FZD5, GRB14, GRB7, GSK3B, HIF1A, HRAS, HSPB1, JAG1, JAG2, JAK1, JUN, KDR, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MAPK1, MAPK14, MAPK3, MAPK8, MAPKAPK2, MAPKAPK3, NCK1, NCK2, NOS3, NOTCH1, NOTCH2, NOTCH4, NRAS, PAK1, PAK2, PAK3, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PIK3C2A, PIK3C2B, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLCG1, PLCG2, PLD1, PLD2, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKD3, PTK2, PTPRB, PXN, RAF1, RASA1, RBPJ, RBPJL, RHOA, RHOB, RHOC, SH2D2A, SHC1, SHC2, SOS1, SPDYE7P, SPHK1, SPHK2, SRC, STAT1, STAT3, TCF7, TCF7L2, TEK, VEGFA, WNT1, WNT10A, WNT10B, WNT2, WNT2B, WNT5A, WNT5B, WNT7A, WNT7B
167	Inducing Angiogenesis	Angiopoietin Receptor Tie2 Mediated Signaling	pid	AGTR1, AKT1, ANGPT1, ANGPT2, ANGPT4, BMX, CDKN1A, CRK, DOK2, ELF1, ELF2, ELK1, ETS1, F2, FES, FGF2, FN1, FOXO1, FYN, GRB14, GRB2, GRB7, ITGA5, ITGB1, MAPK1, MAPK14, MAPK3, MAPK8, MMP2, NCK1, NFKB1, NOS3, PAK1, PIK3CA, PIK3R1, PLD2, PLG, PTK2, PTPN11, PXN, RAC1, RASA1, RELA, RPS6KB1, SHC1, STAT5A, STAT5B, TEK, TNF, TNIP2
315	Inducing Angiogenesis	Canonical Wnt Signaling Pathway	pid	APC, AXIN1, CAV1, CSNK1G1, CTNNB1, CUL3, DVL1, DVL2, DVL3, FZD5, GRK5, GSK3A, GSK3B, KLHL12, LRP6, NKD2, PI4K2A, PIP5K1B, PPP2R5A, RANBP3, WNT3A
381	Inducing Angiogenesis	Constitutive Signaling By NOTCH1 HD Domain Mutants	reactome	ADAM10, ADAM17, DLL1, DLL4, JAG1, JAG2, MIB1, MIB2, NEURL1, NEURL1B, NOTCH1, RPS27A, UBA52, UBB, UBC
382	Inducing Angiogenesis	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants // Constitutive Signaling By NOTCH1 PEST Domain Mutants	reactome	ADAM10, ADAM17, APH1A, APH1B, CCNC, CDK8, CREBBP, CUL1, DLL1, DLL4, EP300, FBXW7, HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HES1, HES5, HEY1, HEY2, HEYL, JAG1, JAG2, KAT2A, KAT2B, MAML1, MAML2, MAML3, MAMLD1, MIB1, MIB2, MYC, NCOR1, NCOR2, NCSTN, NEURL1, NEURL1B, NOTCH1, PSEN2, PSENEN, RBPJ, RBX1, RPS27A, SKP1, SNW1, TBL1X, TBL1XR1, UBA52, UBB, UBC
383	Inducing Angiogenesis	Constitutive Signaling By NOTCH1 T(7;9)(NOTCH1:M1580 K2555) Translocation Mutant	reactome	ADAM10, ADAM17, DLL1, DLL4, JAG1, JAG2, NOTCH1
514	Inducing Angiogenesis	ERK Cascade ( EGF Signaling Pathway Diagram ) // ERK Cascade ( HGF Signaling Pathway ) // ERK Cascade ( PDGF Signaling Pathway ) // ERK Cascade ( VEGF Signaling Pathway )	reactome	ELK1, MAP2K1, MAP2K2, MAPK1, MAPK3, RAF1
745	Inducing Angiogenesis	HIF 1 Alpha Transcription Factor Network	reactome	ABCB1, ABCG2, ADM, AKT1, ALDOA, ARNT, BHLHE40, BHLHE41, BNIP3, CA9, CITED2, COPS5, CP, CREB1, CREBBP, CXCL12, CXCR4, EDN1, EGLN1, EGLN3, ENG, ENO1, EP300, EPO, ETS1, FECH, FOS, FURIN, GATA2, GCK, HDAC7, HIF1A, HK1, HK2, HMOX1, HNF4A, ID2, IGFBP1, ITGB2, JUN, LDHA, LEP, MCL1, NCOA1, NCOA2, NDRG1, NOS2, NPM1, NT5E, PFKFB3, PFKL, PGK1, PGM1, PKM, PLIN2, RORA, SERPINE1, SLC2A1, SLC2A3, SMAD3, SMAD4, SP1, TERT, TF, TFF3, TFRC, VEGFA
746	Inducing Angiogenesis	HIF 2 Alpha Transcription Factor Network	reactome	ABCG2, ADORA2A, APEX1, ARNT, BHLHE40, CITED2, CREBBP, EFNA1, EGLN1, EGLN2, EGLN3, EIF3E, ELK1, EP300, EPAS1, EPO, ETS1, FLT1, FXN, HIF1AN, KDR, MMP14, PGK1, POU5F1, SERPINE1, SIRT1, SLC11A2, SLC2A1, SP1, TCEB1, TCEB2, TWIST1, VEGFA, VHL
787	Inducing Angiogenesis	Hypoxia Response Via HIF Activation	reactome	AKT1, AKT2, AKT3, ARNT, CREBBP, EGLN1, EGLN2, EGLN3, GPR37, HIF1A, MTOR, PARK2, PTEN, TXN, TXN2, VHL
788	Inducing Angiogenesis	Hypoxic And Oxygen Homeostasis Regulation Of HIF 1 Alpha	reactome	ARNT, CDKN2A, COPS5, CUL2, EGLN1, EGLN2, EGLN3, HIF1A, HIF1AN, HIF3A, HSP90AA1, NAA10, OS9, RACK1, RBX1, TCEB1, TCEB2, TP53, VHL
888	Inducing Angiogenesis	Integrins In Angiogenesis	inoh	ADGRA2, AKT1, ANGPTL3, BCAR1, CASP8, CBL, CDKN1B, COL11A1, COL11A2, COL1A1, COL1A2, COL2A1, COL3A1, COL4A1, COL4A2, COL4A3, COL4A4, COL4A5, COL4A6, COL5A1, COL5A2, COL6A1, COL6A2, COL6A3, COL6A5, COL6A6, COL7A1, CSF1, CSF1R, EDIL3, F11R, FGF2, FN1, HSP90AA1, IGF1, IGF1R, ILK, IRS1, ITGAV, ITGB3, KDR, MAPK1, MAPK3, MFGE8, PI4KA, PI4KB, PIK3C2A, PIK3CA, PIK3R1, PTK2, PTK2B, PTPN11, PXN, RAC1, RHOA, ROCK1, RPS6KB1, SDC1, SPP1, SRC, TGFBR2, TLN1, VAV3, VCL, VEGFA, VTN
925	Inducing Angiogenesis	JNK Cascade ( EGF Signaling Pathway Diagram ) // JNK Cascade ( PDGF Signaling Pathway )	panther	JUN, MAP2K4, MAP3K1, MAPK8
967	Inducing Angiogenesis	Loss Of Function Of FBXW7 In Cancer And NOTCH1 Signaling	kegg	CUL1, FBXW7, NOTCH1, RBX1, SKP1
1102	Inducing Angiogenesis	Neurophilin Interactions With VEGF And VEGFR	pid	FLT1, KDR, NRP1, NRP2
1118	Inducing Angiogenesis	Noncanonical Wnt Signaling Pathway	panther	ARRB2, CAMK2A, CDC42, CHD7, CSNK1A1, CTHRC1, DAAM1, DVL1, DVL2, DVL3, FLNA, FZD2, FZD5, FZD6, FZD7, MAP3K7, MAPK10, MAPK8, MAPK9, NFATC2, NLK, PPARG, PRKCZ, RAC1, RHOA, ROCK1, ROR2, SETDB1, TAB1, TAB2, WNT3A, WNT5A, YES1
1067	Inducing Angiogenesis	NOTCH1 Intracellular Domain Regulates Transcription	inoh	CCNC, CDK8, CREBBP, CUL1, EP300, FBXW7, HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HES1, HES5, HEY1, HEY2, HEYL, HIF1A, KAT2A, KAT2B, MAML1, MAML2, MAML3, MAMLD1, MYC, NCOR1, NCOR2, NOTCH1, RBPJ, RBX1, RPS27A, SKP1, SNW1, TBL1X, TBL1XR1, TLE1, TLE2, TLE3, TLE4, UBA52, UBB, UBC
1068	Inducing Angiogenesis	NOTCH2 Activation And Transmission Of Signal To The Nucleus	reactome	ADAM10, APH1A, APH1B, CNTN1, DLL1, DLL4, JAG1, JAG2, MDK, MIB1, MIB2, NCSTN, NEURL1, NEURL1B, NOTCH2, PSEN2, PSENEN, RPS27A, UBA52, UBB, UBC
1069	Inducing Angiogenesis	NOTCH2 Intracellular Domain Regulates Transcription	reactome	CREB1, EP300, FCER2, GZMB, HES1, HES5, MAML1, MAML2, MAML3, MAMLD1, NOTCH2, RBPJ
1149	Inducing Angiogenesis	Oxygen Dependent Proline Hydroxylation Of Hypoxia Inducible Factor Alpha	kegg	CUL2, EGLN1, EGLN2, EGLN3, EPAS1, HIF1A, HIF3A, RBX1, RPS27A, TCEB1, TCEB2, UBA52, UBB, UBC, UBE2D1, UBE2D2, UBE2D3, VHL
1159	Inducing Angiogenesis	PDGF Pathway	pid	ARFIP2, CDC42, CHUK, MT-CO2, PAK1, PIK3R1, RAC1, RAF1, RHOA, SRC, STAT1, STAT3, TIAM1, VAV1, VAV2, WASL
1160	Inducing Angiogenesis	PDGF Receptor Signaling Network	pid	PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB
1161	Inducing Angiogenesis	PDGF Signaling Pathway	reactome	AKT2, ARAF, ARHGAP1, ARHGAP10, ARHGAP12, ARHGAP15, ARHGAP26, ARHGAP4, ARHGAP42, ARHGAP5, ARHGAP6, ARHGAP8, ARHGAP9, BRAF, CHUK, EHF, ELF1, ELF2, ELF3, ELF4, ELF5, ELK1, ELK4, ERF, ERG, ETS1, ETV3, FEV, FLI1, FOS, GABPA, GSK3A, GSK3B, HRAS, IKBKB, ITPR1, ITPR2, ITPR3, JAK1, JAK2, JAK3, JUN, MAP2K1, MAP2K2, MAPK1, MAPK15, MAPK3, MAPK6, MAPK7, MAPK8, MAPKAPK2, MKNK1, MKNK2, MYC, MYCBP, NCK1, NCK2, NRAS, OPHN1, PDGFA, PDGFB, PDGFRA, PDGFRB, PDPK1, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PKN2, PLCG1, PLCG2, PRKCA, RAB11B, RAF1, RASA1, RASA2, RASA4, RASA4B, RERG, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KA6, RPS6KB1, RPS6KB2, RPS6KC1, SHC1, SHC2, SHC3, SOS1, SOS2, SPDEF, SPDYE7P, SRF, SRGAP1, SRGAP3, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, VAV1, VAV2, VAV3
1162	Inducing Angiogenesis	PDGF Signaling Pathway ( PDGF Signaling Pathway )	reactome	GRB2, HRAS, KRAS, MAP3K1, NRAS, PDGFA, PDGFB, PDGFRA, PDGFRB, RAF1, SHC1, SHC2, SHC3, SOS1, SOS2
1163	Inducing Angiogenesis	PDGF Signaling Pathway (Mammal) ( PDGF Signaling Pathway )	reactome	ARHGEF6, CDC42, CRK, GRB2, HRAS, KRAS, MAP3K14, NCK1, NRAS, PAK1, PDGFA, PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PTPN11, RAF1, RASA1, SHC1, SHC2, SHC3, SOS1, SOS2, STAT5A, STAT5B
1164	Inducing Angiogenesis	PDGFR Alpha Signaling Pathway	wikipathways	CAV1, CAV3, CRK, CRKL, CSNK2A1, ELK1, FOS, GRB2, ITGAV, JAK1, JUN, PDGFRA, PIK3CA, PIK3R1, PLCG1, PRRT2, RAPGEF1, SHB, SHC1, SHF, SOS1, SRF
1165	Inducing Angiogenesis	PDGFR Beta Signaling Pathway	pid	ABI1, ABL1, ACTA2, ACTN4, ACTR2, ACTR3, ARAP1, ARHGAP35, ARHGDIA, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, BAIAP2, BCAR1, BLK, BRAF, BRK1, CBL, CRK, CSK, CTTN, CYFIP2, DNM2, DOCK4, DOK1, EIF2AK2, ELK1, EPS8, FGR, FOS, FYN, GAB1, GRB10, GRB2, HCK, HRAS, IQGAP1, ITGAV, ITGB3, JAK2, JUN, JUND, KRAS, KSR1, LCK, LRP1, LYN, MAP2K1, MAP2K2, MAP2K4, MAP2K7, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MLLT4, MYC, MYOCD, NCK1, NCK2, NCKAP1, NRAS, PAG1, PAK1, PDGFB, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3R1, PIK3R6, PIN1, PLA2G4A, PLCG1, PPP2CA, PPP2R1A, PPP2R2B, PRKCA, PRKCD, PRKCE, PTEN, PTPN1, PTPN11, PTPN2, PTPRJ, RAB4A, RAB5A, RAC1, RAF1, RAP1A, RAP1B, RAPGEF1, RASA1, RHOA, RPS6KA3, S1PR1, SFN, SHC1, SIPA1, SLA, SLC9A3R1, SLC9A3R2, SOS1, SPHK1, SRC, SRF, STAT1, STAT3, STAT5A, STAT5B, TAGLN, USP6NL, VAV2, WASF2, WASL, YES1, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ
1253	Inducing Angiogenesis	Pre NOTCH Processing In Golgi	reactome	ATP2A1, ATP2A2, ATP2A3, B4GALT1, FURIN, LFNG, MFNG, NOTCH1, NOTCH2, NOTCH3, NOTCH4, RAB6A, RFNG, SEL1L, ST3GAL3, ST3GAL4, ST3GAL6, TMED2
1254	Inducing Angiogenesis	Pre NOTCH Processing In The Endoplasmic Reticulum	kegg	NOTCH1, NOTCH2, NOTCH3, NOTCH4, POFUT1, POGLUT1
1255	Inducing Angiogenesis	Pre NOTCH Transcription And Translation	reactome	AGO1, AGO2, AGO3, AGO4, CCND1, CREBBP, E2F1, E2F3, EP300, JUN, KAT2A, KAT2B, MAML1, MAML2, MAML3, MAMLD1, MOV10, NOTCH1, NOTCH2, NOTCH3, NOTCH4, RBPJ, SNW1, TFDP1, TFDP2, TNRC6A, TNRC6B, TNRC6C, TP53
1203	Inducing Angiogenesis	PTK6 Promotes HIF1A Stabilization	reactome	EGFR, GPNMB, HBEGF, HIF1A, LRRK2, PTK6
1364	Inducing Angiogenesis	Regulation Of Gene Expression By Hypoxia Inducible Factor	reactome	ARNT, CA9, CITED2, CREBBP, EP300, EPAS1, EPO, HIF1A, HIF3A, VEGFA
1469	Inducing Angiogenesis	Signaling By NOTCH3 // Signaling By NOTCH4	reactome	ADAM10, APH1A, APH1B, DLL1, DLL4, JAG1, JAG2, NCSTN, NOTCH3, NOTCH4, PSEN2, PSENEN
1470	Inducing Angiogenesis	Signaling By PDGF	reactome	COL4A1, COL4A2, COL4A3, COL4A4, COL4A5, COL6A1, COL6A2, COL6A3, COL6A5, COL6A6, COL9A1, COL9A2, COL9A3, FURIN, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PLAT, PLG, SPP1, THBS1, THBS2, THBS3, THBS4
1484	Inducing Angiogenesis	Signaling Events Mediated By VEGFR1 And VEGFR2	pid	AKAP1, AKT1, ARF1, BRAF, CALM1, CALM2, CALM3, CAMKK2, CAV1, CBL, CDC42, CDH5, CTNNA1, CTNNB1, DAG1, DNM2, FBXW11, FES, FLT1, FYN, GAB1, GRB10, GRB2, HGS, HSP90AA1, HSP90AB1, IQGAP1, ITGAV, ITGB3, KDR, MAP2K1, MAP2K2, MAP2K3, MAP2K6, MAPK1, MAPK11, MAPK14, MAPK3, MAPKAPK2, MYOF, NCK1, NCK2, NEDD4, NOS3, PAK2, PDPK1, PIK3CA, PIK3R1, PLCG1, PRKACA, PRKCA, PRKCB, PRKCD, PTK2, PTK2B, PTPN11, PTPN2, PTPN6, PTPRJ, PXN, RAF1, RHOA, ROCK1, SH2D2A, SHB, SRC, VCL, VEGFA, VTN
1645	Inducing Angiogenesis	Tie2 Signaling	kegg // smpdb	ANGPT1, ANGPT2, ANGPT4, DOK2, GRB14, GRB2, GRB7, HRAS, KRAS, NRAS, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PTPN11, SHC1, SOS1, TEK
1707	Inducing Angiogenesis	VEGF And VEGFR Signaling Network // VEGF Binds To VEGFR Leading To Receptor Dimerization	kegg	FIGF, FLT1, FLT4, KDR, NRP1, NRP2, PGF, VEGFA, VEGFB, VEGFC
1708	Inducing Angiogenesis	VEGF Ligand Receptor Interactions	panther	FIGF, PGF, VEGFA, VEGFB, VEGFC
1709	Inducing Angiogenesis	VEGF Signaling Pathway	reactome	AKT1, ARAF, BRAF, CASP9, ETS1, HIF1A, HRAS, HSPB1, KDR, MAP2K1, MAP2K2, MAPK1, MAPK14, MAPK3, MAPKAPK2, MAPKAPK3, NOS3, NRAS, PIK3C2A, PIK3C2B, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PLA2G4A, PLCG1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKD3, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, SH2D2A, SHC2, SPHK1, SPHK2, VEGFA
1710	Inducing Angiogenesis	VEGFA VEGFR2 Pathway	reactome	ABI1, ABI2, AXL, BAIAP2, BCAR1, BRK1, CDC42, CRK, CYBA, CYBB, CYFIP1, CYFIP2, DOCK1, ELMO1, ELMO2, FYN, HSP90AA1, HSPB1, ITGAV, ITGB3, KDR, MAPK11, MAPK12, MAPK13, MAPK14, MAPKAPK2, MAPKAPK3, NCF1, NCF2, NCF4, NCK1, NCK2, NCKAP1, NCKAP1L, PAK2, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PRKACA, PRKACB, PRKACG, PTK2, PTK2B, PXN, RAC1, RHOA, ROCK1, ROCK2, SH2D2A, SHB, SHC2, SRC, VAV1, VAV2, VAV3, VEGFA, WASF1, WASF2, WASF3
1711	Inducing Angiogenesis	VEGFR1 Specific Signals	reactome	AKT1, CALM1, CALM2, CALM3, CAV1, CBL, CD2AP, FLT1, HIF1A, HSP90AA1, MAPK1, MAPK3, NCK1, NOS3, NRP1, NRP2, PDPK1, PGF, PIK3CA, PIK3R1, PLCG1, PRKACA, PRKCA, PRKCB, PTPN11, RASA1, SHC2, VEGFA, VEGFB
1712	Inducing Angiogenesis	VEGFR2 Mediated Cell Proliferation	reactome	AHCYL1, CALM1, CALM2, CALM3, HRAS, ITPR1, ITPR2, ITPR3, KDR, KRAS, NRAS, PDPK1, PLCG1, PRKCA, PRKCB, PRKCD, PRKCZ, RASA1, SPHK1, SRC, VEGFA
